id,machine_id,cpu_util,mem_used,mem_specs,date
177,1,37.53432432240508,8121553.413194886,16777216.0,2023-12-02 23:55:52.495000
178,1,55.18743494425316,7552286.088613249,16777216.0,2023-12-02 23:50:52.495000
179,1,57.68951720345309,9497322.270293012,16777216.0,2023-12-02 23:45:52.495000
180,1,19.11837220032718,9657363.348925313,16777216.0,2023-12-02 23:40:52.495000
181,1,32.15754458147657,6394416.454471149,16777216.0,2023-12-02 23:35:52.495000
182,1,26.62594689212921,6484219.557249941,16777216.0,2023-12-02 23:30:52.495000
183,1,26.30325567663388,11196186.54506143,16777216.0,2023-12-02 23:25:52.495000
184,1,41.74867000378192,6665720.953137483,16777216.0,2023-12-02 23:20:52.495000
185,1,31.21982255664216,6970050.799523552,16777216.0,2023-12-02 23:15:52.495000
186,1,35.10112173860042,9264648.336948466,16777216.0,2023-12-02 23:10:52.495000
187,1,43.81473201627561,5120000.398096339,16777216.0,2023-12-02 23:05:52.495000
188,1,30.60792165860912,3682473.918926168,16777216.0,2023-12-02 23:00:52.495000
189,1,37.13692347361036,6003594.471925311,16777216.0,2023-12-02 22:55:52.495000
190,1,54.16024061524836,7377836.600515031,16777216.0,2023-12-02 22:50:52.495000
191,1,28.14924323620416,5144723.316542608,16777216.0,2023-12-02 22:45:52.495000
192,1,38.14671123141055,7522813.514256118,16777216.0,2023-12-02 22:40:52.495000
193,1,16.36476486047052,6343730.431819756,16777216.0,2023-12-02 22:35:52.495000
194,1,34.77252499812261,10673597.64111598,16777216.0,2023-12-02 22:30:52.495000
195,1,10.2087257629184,6971957.748663939,16777216.0,2023-12-02 22:25:52.495000
196,1,48.9937161904074,3290922.036397777,16777216.0,2023-12-02 22:20:52.495000
197,1,34.82154492957149,3018337.277529678,16777216.0,2023-12-02 22:15:52.495000
198,1,44.0918265657528,3609812.042707158,16777216.0,2023-12-02 22:10:52.495000
199,1,44.38043881770927,3492071.944070825,16777216.0,2023-12-02 22:05:52.495000
200,1,26.7978316820226,7354547.867530366,16777216.0,2023-12-02 22:00:52.495000
201,1,33.92785273950818,8917958.70764675,16777216.0,2023-12-02 21:55:52.495000
202,1,30.95938854635214,4245420.648893144,16777216.0,2023-12-02 21:50:52.495000
203,1,55.78480805090395,3160778.287768629,16777216.0,2023-12-02 21:45:52.495000
204,1,30.0270077672457,3417568.468115375,16777216.0,2023-12-02 21:40:52.495000
205,1,27.49468596028897,5647053.225903515,16777216.0,2023-12-02 21:35:52.495000
206,1,38.17252468095159,4875021.493058849,16777216.0,2023-12-02 21:30:52.495000
207,1,58.98555254925076,6632251.164065949,16777216.0,2023-12-02 21:25:52.495000
208,1,50.5827362012903,4303465.917015078,16777216.0,2023-12-02 21:20:52.495000
209,1,21.60454365573386,8357080.98584295,16777216.0,2023-12-02 21:15:52.495000
210,1,19.08313180702585,5521642.070379796,16777216.0,2023-12-02 21:10:52.495000
211,1,13.15340975685028,12168394.96470269,16777216.0,2023-12-02 21:05:52.495000
212,1,32.296692317005,8292344.741618952,16777216.0,2023-12-02 21:00:52.495000
213,1,41.19000871640533,9345585.728732627,16777216.0,2023-12-02 20:55:52.495000
214,1,42.03341217946419,7944695.181632992,16777216.0,2023-12-02 20:50:52.495000
215,1,55.19423890196034,8139837.024991213,16777216.0,2023-12-02 20:45:52.495000
216,1,42.37678423141261,10515802.54289464,16777216.0,2023-12-02 20:40:52.495000
217,1,38.38310180300742,6933732.921455371,16777216.0,2023-12-02 20:35:52.495000
218,1,38.59745379477751,10853898.73049672,16777216.0,2023-12-02 20:30:52.495000
219,1,52.57628346441144,7264400.44246356,16777216.0,2023-12-02 20:25:52.495000
220,1,42.7647601466434,7942944.926434796,16777216.0,2023-12-02 20:20:52.495000
221,1,34.20410420852514,10509421.26083969,16777216.0,2023-12-02 20:15:52.495000
222,1,34.33715454994109,8333450.634045596,16777216.0,2023-12-02 20:10:52.495000
223,1,23.57226364187039,5996342.601882651,16777216.0,2023-12-02 20:05:52.495000
224,1,41.67937651619157,9428677.73930198,16777216.0,2023-12-02 20:00:52.495000
225,1,48.24834020494701,7776784.923859746,16777216.0,2023-12-02 19:55:52.495000
226,1,50.00082519960899,3183934.004841687,16777216.0,2023-12-02 19:50:52.495000
227,1,23.95829447185521,11569204.07344516,16777216.0,2023-12-02 19:45:52.495000
228,1,14.83519434572005,5600951.810976603,16777216.0,2023-12-02 19:40:52.495000
229,1,40.73931442076514,9175760.998167671,16777216.0,2023-12-02 19:35:52.495000
230,1,17.39321823879553,6787751.344091882,16777216.0,2023-12-02 19:30:52.495000
