time,cpu_util
2017-11-05 02:00:00+00:00,0.279063333334
2017-11-05 02:05:00+00:00,0.274686666666
2017-11-05 02:10:00+00:00,0.29300666666599995
2017-11-05 02:15:00+00:00,0.29086666666600003
2017-11-05 02:20:00+00:00,0.288103333334
2017-11-05 02:25:00+00:00,0.29221
2017-11-05 02:30:00+00:00,0.29896666666599997
2017-11-05 02:35:00+00:00,0.296173333334
2017-11-05 02:40:00+00:00,0.296826666666
2017-11-05 02:45:00+00:00,0.292593333334
2017-11-05 02:50:00+00:00,0.290763333332
2017-11-05 02:55:00+00:00,0.301816666666
2017-11-05 03:00:00+00:00,0.292743333334
2017-11-05 03:05:00+00:00,0.283793333336
2017-11-05 03:10:00+00:00,0.295436666666
2017-11-05 03:15:00+00:00,0.29958999999799996
2017-11-05 03:20:00+00:00,0.29076
2017-11-05 03:25:00+00:00,0.28363333333199997
2017-11-05 03:30:00+00:00,0.298473333334
2017-11-05 03:35:00+00:00,0.29503333333399995
2017-11-05 03:40:00+00:00,0.293686666668
2017-11-05 03:45:00+00:00,0.29165
2017-11-05 03:50:00+00:00,0.297826666668
2017-11-05 03:55:00+00:00,0.30204
2017-11-05 04:00:00+00:00,0.293583333334
2017-11-05 04:05:00+00:00,0.29479
2017-11-05 04:10:00+00:00,0.299693333334
2017-11-05 04:15:00+00:00,0.30183333333400003
2017-11-05 04:20:00+00:00,0.294373333332
2017-11-05 04:25:00+00:00,0.29254
2017-11-05 04:30:00+00:00,0.29691333333000003
2017-11-05 04:35:00+00:00,0.292356666666
2017-11-05 04:40:00+00:00,0.29568666666599996
2017-11-05 04:45:00+00:00,0.2928
2017-11-05 04:50:00+00:00,0.29620666666600004
2017-11-05 04:55:00+00:00,0.284986666668
2017-11-05 05:00:00+00:00,0.29689333333199996
2017-11-05 05:05:00+00:00,0.295503333334
2017-11-05 05:10:00+00:00,0.29815333333399996
2017-11-05 05:15:00+00:00,0.29432
2017-11-05 05:20:00+00:00,0.296246666666
2017-11-05 05:25:00+00:00,0.28258666666800003
2017-11-05 05:30:00+00:00,0.297269999998
2017-11-05 05:35:00+00:00,0.303009999998
2017-11-05 05:40:00+00:00,0.295953333334
2017-11-05 05:45:00+00:00,0.29610000000000003
2017-11-05 05:50:00+00:00,0.290853333332
2017-11-05 05:55:00+00:00,0.30667
2017-11-05 06:00:00+00:00,0.29322
2017-11-05 06:05:00+00:00,0.297656666666
2017-11-05 06:10:00+00:00,0.297343333334
2017-11-05 06:15:00+00:00,0.300993333332
2017-11-05 06:20:00+00:00,0.294313333332
2017-11-05 06:25:00+00:00,0.299116666666
2017-11-05 06:30:00+00:00,0.29775999999999997
2017-11-05 06:35:00+00:00,0.29596
2017-11-05 06:40:00+00:00,0.296696666666
2017-11-05 06:45:00+00:00,0.28829666666599996
2017-11-05 06:50:00+00:00,0.29944
2017-11-05 06:55:00+00:00,0.307736666666
2017-11-05 07:00:00+00:00,0.29622333333399997
2017-11-05 07:05:00+00:00,0.296743333334
2017-11-05 07:10:00+00:00,0.301576666668
2017-11-05 07:15:00+00:00,0.296706666666
2017-11-05 07:20:00+00:00,0.293563333332
2017-11-05 07:25:00+00:00,0.294649999998
2017-11-05 07:30:00+00:00,0.305366666668
2017-11-05 07:35:00+00:00,0.29101
2017-11-05 07:40:00+00:00,0.29632
2017-11-05 07:45:00+00:00,0.29689
2017-11-05 07:50:00+00:00,0.25933
2017-11-05 07:55:00+00:00,0.30007666666399996
2017-11-05 08:00:00+00:00,0.30155333333400003
2017-11-05 08:05:00+00:00,0.27416
2017-11-05 08:10:00+00:00,0.296163333334
2017-11-05 08:15:00+00:00,0.26887666666599996
2017-11-05 08:20:00+00:00,0.284446666668
2017-11-05 08:25:00+00:00,0.29653999999999997
2017-11-05 08:30:00+00:00,0.291036666666
2017-11-05 08:35:00+00:00,0.28898666666600004
2017-11-05 08:40:00+00:00,0.29059
2017-11-05 08:45:00+00:00,0.296766666668
2017-11-05 08:50:00+00:00,0.29086
2017-11-05 08:55:00+00:00,0.28709666666600003
2017-11-05 09:00:00+00:00,0.296996666666
2017-11-05 09:05:00+00:00,0.30107666666599997
2017-11-05 09:10:00+00:00,0.30028
2017-11-05 09:15:00+00:00,0.295243333334
2017-11-05 09:20:00+00:00,0.29888000000000003
2017-11-05 09:25:00+00:00,0.293786666666
2017-11-05 09:30:00+00:00,0.30049000000000003
2017-11-05 09:35:00+00:00,0.295206666666
2017-11-05 09:40:00+00:00,0.298933333332
2017-11-05 09:45:00+00:00,0.29490333333200003
2017-11-05 09:50:00+00:00,0.292253333334
2017-11-05 09:55:00+00:00,0.29499
2017-11-05 10:00:00+00:00,0.300696666666
2017-11-05 10:05:00+00:00,0.291439999998
2017-11-05 10:10:00+00:00,0.28935
2017-11-05 10:15:00+00:00,0.29486
2017-11-05 10:20:00+00:00,0.288653333336
2017-11-05 10:25:00+00:00,0.293540000002
2017-11-05 10:30:00+00:00,0.29780666666600003
2017-11-05 10:35:00+00:00,0.299983333334
2017-11-05 10:40:00+00:00,0.28002000000000005
2017-11-05 10:45:00+00:00,0.29167
2017-11-05 10:50:00+00:00,0.30297999999999997
2017-11-05 10:55:00+00:00,0.296236666666
2017-11-05 11:00:00+00:00,0.297773333334
2017-11-05 11:05:00+00:00,0.29194
2017-11-05 11:10:00+00:00,0.298296666668
2017-11-05 11:15:00+00:00,0.298006666666
2017-11-05 11:20:00+00:00,0.29596999999999996
2017-11-05 11:25:00+00:00,0.294163333332
2017-11-05 11:30:00+00:00,0.30508
2017-11-05 11:35:00+00:00,0.28152
2017-11-05 11:40:00+00:00,0.29222333333399997
2017-11-05 11:45:00+00:00,0.302013333332
2017-11-05 11:50:00+00:00,0.284413333332
2017-11-05 11:55:00+00:00,0.301246666668
2017-11-05 12:00:00+00:00,0.30263
2017-11-05 12:05:00+00:00,0.29608
2017-11-05 12:10:00+00:00,0.29314999999999997
2017-11-05 12:15:00+00:00,0.29450000000000004
2017-11-05 12:20:00+00:00,0.29861
2017-11-05 12:25:00+00:00,0.26059
2017-11-05 12:30:00+00:00,0.29751333333200003
2017-11-05 12:35:00+00:00,0.29589
2017-11-05 12:40:00+00:00,0.295406666666
2017-11-05 12:45:00+00:00,0.297633333332
2017-11-05 12:50:00+00:00,0.29673
2017-11-05 12:55:00+00:00,0.29521
2017-11-05 13:00:00+00:00,0.28727333333399996
2017-11-05 13:05:00+00:00,0.3029
2017-11-05 13:10:00+00:00,0.30412
2017-11-05 13:15:00+00:00,0.290693333334
2017-11-05 13:20:00+00:00,0.296893333334
2017-11-05 13:25:00+00:00,0.298026666666
2017-11-05 13:30:00+00:00,0.294103333334
2017-11-05 13:35:00+00:00,0.29313
2017-11-05 13:40:00+00:00,0.29613
2017-11-05 13:45:00+00:00,0.30079666666599997
2017-11-05 13:50:00+00:00,0.29409333333200005
2017-11-05 13:55:00+00:00,0.293546666666
2017-11-05 14:00:00+00:00,0.301199999998
2017-11-05 14:05:00+00:00,0.29074333333200003
2017-11-05 14:10:00+00:00,0.29673
2017-11-05 14:15:00+00:00,0.30128
2017-11-05 14:20:00+00:00,0.301376666668
2017-11-05 14:25:00+00:00,0.297519999998
2017-11-05 14:30:00+00:00,0.270176666666
2017-11-05 14:35:00+00:00,0.28380666666800003
2017-11-05 14:40:00+00:00,0.29309333333199994
2017-11-05 14:45:00+00:00,0.29008
2017-11-05 14:50:00+00:00,0.29371
2017-11-05 14:55:00+00:00,0.295126666666
