time,machine_id,mem_total,mem_free,mem_usage
2017-10-03 00:00:00+00:00,m21,528272672.0,131907270.4,0.7503045730141422
2017-10-03 00:10:00+00:00,m21,528272672.0,132097619.2,0.7499442500027713
2017-10-03 00:20:00+00:00,m21,528272672.0,131926512.0,0.7502681493999371
2017-10-03 00:30:00+00:00,m21,528272672.0,131901282.13,0.7503159085806355
2017-10-03 00:40:00+00:00,m21,528272672.0,132132178.93,0.7498788297532831
2017-10-03 00:50:00+00:00,m21,528272672.0,132402131.2,0.7493678204122587
2017-10-03 01:00:00+00:00,m21,528272672.0,133181172.27,0.747893125408539
2017-10-03 01:10:00+00:00,m21,528272672.0,133038904.8,0.7481624322978419
2017-10-03 01:20:00+00:00,m21,528272672.0,132375032.8,0.7494191166489111
2017-10-03 01:30:00+00:00,m21,528272672.0,132542325.33,0.7491024382764211
2017-10-03 01:40:00+00:00,m21,528272672.0,132877881.07,0.7484672440712588
2017-10-03 01:50:00+00:00,m21,528272672.0,133813683.2,0.7466958063656944
2017-10-03 02:00:00+00:00,m21,528272672.0,133759152.0,0.7467990318454331
2017-10-03 02:10:00+00:00,m21,528272672.0,133666801.6,0.7469738476269315
2017-10-03 02:20:00+00:00,m21,528272672.0,151690086.67,0.7128564570722297
2017-10-03 02:30:00+00:00,m21,528272672.0,151147860.0,0.7138828714577157
2017-10-03 02:40:00+00:00,m21,528272672.0,151471742.4,0.7132697744395152
2017-10-03 02:50:00+00:00,m21,528272672.0,152094753.6,0.7120904380228852
2017-10-03 03:00:00+00:00,m21,528272672.0,150777513.6,0.7145839230540397
2017-10-03 03:10:00+00:00,m21,528272672.0,150365056.0,0.7153646895442662
2017-10-03 03:20:00+00:00,m21,528272672.0,149769877.33,0.7164913400441807
2017-10-03 03:30:00+00:00,m21,528272672.0,148311674.4,0.7192516625202222
2017-10-03 03:40:00+00:00,m21,528272672.0,147905504.0,0.7200205275808778
2017-10-03 03:50:00+00:00,m21,528272672.0,147844859.73,0.720135324868745
2017-10-03 04:00:00+00:00,m21,528272672.0,147583529.33,0.7206300133390204
2017-10-03 04:10:00+00:00,m21,528272672.0,147495446.4,0.7207967509627301
2017-10-03 04:20:00+00:00,m21,528272672.0,147769760.53,0.7202774847872502
2017-10-03 04:30:00+00:00,m21,528272672.0,147769718.4,0.7202775645377318
2017-10-03 04:40:00+00:00,m21,528272672.0,147265765.33,0.7212315284596057
2017-10-03 04:50:00+00:00,m21,528272672.0,146899352.0,0.7219251349045744
2017-10-03 05:00:00+00:00,m21,528272672.0,146411372.8,0.7228488609003798
2017-10-03 05:10:00+00:00,m21,528272672.0,146199632.0,0.7232496781510591
2017-10-03 05:20:00+00:00,m21,528272672.0,146159409.07,0.7233258186219408
2017-10-03 05:30:00+00:00,m21,528272672.0,145884284.8,0.7238466183615115
2017-10-03 05:40:00+00:00,m21,528272672.0,143808515.2,0.7277759709667511
2017-10-03 05:50:00+00:00,m21,528272672.0,142560014.4,0.730139335316592
2017-10-03 06:00:00+00:00,m21,528272672.0,140504030.4,0.734031234536395
2017-10-03 06:10:00+00:00,m21,528272672.0,137237255.47,0.7402151147617948
2017-10-03 06:20:00+00:00,m21,528272672.0,135988466.13,0.7425790253068401
2017-10-03 06:30:00+00:00,m21,528272672.0,135705338.67,0.7431149747795397
2017-10-03 06:40:00+00:00,m21,528272672.0,135680096.0,0.7431627581901492
2017-10-03 06:50:00+00:00,m21,528272672.0,135542459.2,0.7434232993979292
2017-10-03 07:00:00+00:00,m21,528272672.0,135592229.33,0.743329086441935
2017-10-03 07:10:00+00:00,m21,528272672.0,135647768.53,0.7432239528566793
2017-10-03 07:20:00+00:00,m21,528272672.0,135428109.07,0.7436397598284243
2017-10-03 07:30:00+00:00,m21,528272672.0,135456418.13,0.7435861718586116
2017-10-03 07:40:00+00:00,m21,528272672.0,135347833.33,0.7437917187395223
2017-10-03 07:50:00+00:00,m21,528272672.0,135331014.4,0.7438235563319089
2017-10-03 08:00:00+00:00,m21,528272672.0,135307084.8,0.743868854151138
2017-10-03 08:10:00+00:00,m21,528272672.0,135406021.33,0.743681571076991
2017-10-03 08:20:00+00:00,m21,528272672.0,135243113.6,0.7439899491904817
2017-10-03 08:30:00+00:00,m21,528272672.0,135153299.2,0.7441599644207982
2017-10-03 08:40:00+00:00,m21,528272672.0,135101405.6,0.7442581970244336
2017-10-03 08:50:00+00:00,m21,528272672.0,135229198.93,0.7440162891295653
2017-10-03 09:00:00+00:00,m21,528272672.0,135645054.4,0.7432290906011508
2017-10-03 09:10:00+00:00,m21,528272672.0,135317851.73,0.7438484727637018
2017-10-03 09:20:00+00:00,m21,528272672.0,135495388.0,0.7435124033824714
2017-10-03 09:30:00+00:00,m21,528272672.0,135377651.2,0.7437352746499823
2017-10-03 09:40:00+00:00,m21,528272672.0,135784628.8,0.7429648815905434
2017-10-03 09:50:00+00:00,m21,528272672.0,135365719.47,0.7437578609593494
2017-10-03 10:00:00+00:00,m21,528272672.0,135451955.2,0.7435946200147184
2017-10-03 10:10:00+00:00,m21,528272672.0,135448644.0,0.7436008879899053
2017-10-03 10:20:00+00:00,m21,528272672.0,135507800.0,0.7434889079403297
2017-10-03 10:30:00+00:00,m21,528272672.0,135434668.0,0.7436273440243375
2017-10-03 10:40:00+00:00,m21,528272672.0,135353356.8,0.7437812630216843
2017-10-03 10:50:00+00:00,m21,528272672.0,135754137.6,0.7430226002680675
2017-10-03 11:00:00+00:00,m21,528272672.0,135779721.87,0.7429741702216994
2017-10-03 11:10:00+00:00,m21,528272672.0,135730506.4,0.7430673332274891
2017-10-03 11:20:00+00:00,m21,528272672.0,135624906.67,0.7432672294848521
2017-10-03 11:30:00+00:00,m21,528272672.0,135610512.0,0.7432944780456106
2017-10-03 11:40:00+00:00,m21,528272672.0,135459390.67,0.7435805449538757
2017-10-03 11:50:00+00:00,m21,528272672.0,135929491.2,0.7426906625978185
2017-10-03 12:00:00+00:00,m21,528272672.0,135590551.73,0.7433322620746885
2017-10-03 12:10:00+00:00,m21,528272672.0,135687475.2,0.7431487896462682
2017-10-03 12:20:00+00:00,m21,528272672.0,135614028.0,0.7432878223918423
2017-10-03 12:30:00+00:00,m21,528272672.0,135688259.2,0.7431473055641993
2017-10-03 12:40:00+00:00,m21,528272672.0,135448262.4,0.7436016103441369
2017-10-03 12:50:00+00:00,m21,528272672.0,135484328.8,0.7435333380258595
2017-10-03 13:00:00+00:00,m21,528272672.0,135579183.73,0.7433537812646874
2017-10-03 13:10:00+00:00,m21,528272672.0,135635306.13,0.7432475437040968
2017-10-03 13:20:00+00:00,m21,528272672.0,135325552.0,0.7438338964465684
2017-10-03 13:30:00+00:00,m21,528272672.0,135741496.0,0.7430465303342437
2017-10-03 13:40:00+00:00,m21,528272672.0,135639043.2,0.7432404695732586
2017-10-03 13:50:00+00:00,m21,528272672.0,135369866.67,0.743750010468079
2017-10-03 14:00:00+00:00,m21,528272672.0,135673030.4,0.7431761331012028
2017-10-03 14:10:00+00:00,m21,528272672.0,135529169.6,0.7434484561033662
2017-10-03 14:20:00+00:00,m21,528272672.0,135391471.2,0.7437091139175944
2017-10-03 14:30:00+00:00,m21,528272672.0,135481244.0,0.7435391774344897
2017-10-03 14:40:00+00:00,m21,528272672.0,135766374.13,0.742999436983937
2017-10-03 14:50:00+00:00,m21,528272672.0,136682708.0,0.7412648519513044
2017-10-03 15:00:00+00:00,m21,528272672.0,135494959.73,0.743513214081231
2017-10-03 15:10:00+00:00,m21,528272672.0,135657054.4,0.74320637505928
2017-10-03 15:20:00+00:00,m21,528272672.0,135624729.6,0.7432675646716019
2017-10-03 15:30:00+00:00,m21,528272672.0,135473152.0,0.7435544952815579
2017-10-03 15:40:00+00:00,m21,528272672.0,135982897.87,0.7425895658104381
2017-10-03 15:50:00+00:00,m21,528272672.0,136256249.6,0.7420721214214162
2017-10-03 16:00:00+00:00,m21,528272672.0,136177389.87,0.742221399879644
2017-10-03 16:10:00+00:00,m21,528272672.0,135609496.53,0.7432964002915525
2017-10-03 16:20:00+00:00,m21,528272672.0,135585222.4,0.7433423502929185
2017-10-03 16:30:00+00:00,m21,528272672.0,135492422.4,0.7435180171500524
2017-10-03 16:40:00+00:00,m21,528272672.0,136064936.53,0.7424342697590839
2017-10-03 16:50:00+00:00,m21,528272672.0,135571037.33,0.7433692020888788
2017-10-03 17:00:00+00:00,m21,528272672.0,136270018.13,0.7420460581197734
2017-10-03 17:10:00+00:00,m21,528272672.0,135352720.0,0.743782468459773
2017-10-03 17:20:00+00:00,m21,528272672.0,135648613.33,0.7432223536825315
2017-10-03 17:30:00+00:00,m21,528272672.0,130620921.33,0.7527395826941432
2017-10-03 17:40:00+00:00,m21,528272672.0,124918734.53,0.763533604611673
2017-10-03 17:50:00+00:00,m21,528272672.0,121753936.53,0.7695244464018006
2017-10-03 18:00:00+00:00,m21,528272672.0,119727345.47,0.7733607059083305
2017-10-03 18:10:00+00:00,m21,528272672.0,115347869.6,0.7816508865330819
2017-10-03 18:20:00+00:00,m21,528272672.0,111008384.0,0.7898653671034492
2017-10-03 18:30:00+00:00,m21,528272672.0,104301485.33,0.802561270233566
2017-10-03 18:40:00+00:00,m21,528272672.0,109278400.0,0.7931401607690961
2017-10-03 18:50:00+00:00,m21,528272672.0,106751336.53,0.7979237954410029
2017-10-03 19:00:00+00:00,m21,528272672.0,104857172.27,0.8015093760708485
2017-10-03 19:10:00+00:00,m21,528272672.0,101226294.4,0.8083824892611519
2017-10-03 19:20:00+00:00,m21,528272672.0,100153520.0,0.8104132102445761
2017-10-03 19:30:00+00:00,m21,528272672.0,98870029.333,0.8128428090768246
2017-10-03 19:40:00+00:00,m21,528272672.0,98059755.733,0.8143766260674563
2017-10-03 19:50:00+00:00,m21,528272672.0,96527164.0,0.8172777637076029
2017-10-03 20:00:00+00:00,m21,528272672.0,95886486.0,0.8184905427021597
