memory_usage,timestamp,anomaly
50.00219654923256,2023-12-04 22:25:00+00:00,0
49.99460383707125,2023-12-04 22:30:00+00:00,0
49.99111397390637,2023-12-04 22:35:00+00:00,0
49.99593548193456,2023-12-04 22:40:00+00:00,0
49.98453357512944,2023-12-04 22:45:00+00:00,0
50.006123321440455,2023-12-04 22:50:00+00:00,0
50.00410987019364,2023-12-04 22:55:00+00:00,0
50.02112334442079,2023-12-04 23:00:00+00:00,0
49.99823101628659,2023-12-04 23:05:00+00:00,0
49.993620022913596,2023-12-04 23:10:00+00:00,0
49.98248305381085,2023-12-04 23:15:00+00:00,0
49.99576116431739,2023-12-04 23:20:00+00:00,0
50.00322234423143,2023-12-04 23:25:00+00:00,0
49.9965710382864,2023-12-04 23:30:00+00:00,0
50.00683814339525,2023-12-04 23:35:00+00:00,0
49.9964584790213,2023-12-04 23:40:00+00:00,0
49.995951212443806,2023-12-04 23:45:00+00:00,0
63.303544539254894,2023-12-04 23:50:00+00:00,1
49.99394631088751,2023-12-04 23:55:00+00:00,0
50.014537132978944,2023-12-05 00:00:00+00:00,0
50.00868900790051,2023-12-05 00:05:00+00:00,0
50.00276581627291,2023-12-05 00:10:00+00:00,0
50.00720016863319,2023-12-05 00:15:00+00:00,0
50.00730973156221,2023-12-05 00:20:00+00:00,0
50.00172083820832,2023-12-05 00:25:00+00:00,0
49.98277568197288,2023-12-05 00:30:00+00:00,0
50.0090262874949,2023-12-05 00:35:00+00:00,0
49.9924695880599,2023-12-05 00:40:00+00:00,0
50.01040141938313,2023-12-05 00:45:00+00:00,0
50.0128792278347,2023-12-05 00:50:00+00:00,0
50.01321865822113,2023-12-05 00:55:00+00:00,0
49.99724240794692,2023-12-05 01:00:00+00:00,0
49.996583377272025,2023-12-05 01:05:00+00:00,0
50.00010528343384,2023-12-05 01:10:00+00:00,0
50.00473767124105,2023-12-05 01:15:00+00:00,0
50.00136221297154,2023-12-05 01:20:00+00:00,0
50.008690654302455,2023-12-05 01:25:00+00:00,0
49.98474481697799,2023-12-05 01:30:00+00:00,0
50.00668051972513,2023-12-05 01:35:00+00:00,0
50.01990645595503,2023-12-05 01:40:00+00:00,0
49.99803163075164,2023-12-05 01:45:00+00:00,0
49.99912878630613,2023-12-05 01:50:00+00:00,0
49.9964130559899,2023-12-05 01:55:00+00:00,0
50.00922699152135,2023-12-05 02:00:00+00:00,0
49.99414399610338,2023-12-05 02:05:00+00:00,0
50.00626400705255,2023-12-05 02:10:00+00:00,0
50.01190369052239,2023-12-05 02:15:00+00:00,0
49.99636525697759,2023-12-05 02:20:00+00:00,0
50.000884505206976,2023-12-05 02:25:00+00:00,0
49.987620603437584,2023-12-05 02:30:00+00:00,0
49.997990302059534,2023-12-05 02:35:00+00:00,0
50.0013241604431,2023-12-05 02:40:00+00:00,0
49.99082778649624,2023-12-05 02:45:00+00:00,0
50.0016809152447,2023-12-05 02:50:00+00:00,0
50.00235197429064,2023-12-05 02:55:00+00:00,0
50.008134032101935,2023-12-05 03:00:00+00:00,0
49.98608328822638,2023-12-05 03:05:00+00:00,0
49.99962934129537,2023-12-05 03:10:00+00:00,0
50.005452702870336,2023-12-05 03:15:00+00:00,0
50.02002425293867,2023-12-05 03:20:00+00:00,0
50.0164710930308,2023-12-05 03:25:00+00:00,0
50.00739453744818,2023-12-05 03:30:00+00:00,0
50.00465016590376,2023-12-05 03:35:00+00:00,0
50.00061398023152,2023-12-05 03:40:00+00:00,0
49.99771822769626,2023-12-05 03:45:00+00:00,0
49.9992671899274,2023-12-05 03:50:00+00:00,0
50.013738524543214,2023-12-05 03:55:00+00:00,0
49.99758540778881,2023-12-05 04:00:00+00:00,0
49.995687916042314,2023-12-05 04:05:00+00:00,0
50.01896465944581,2023-12-05 04:10:00+00:00,0
50.0042173343625,2023-12-05 04:15:00+00:00,0
50.00423764806327,2023-12-05 04:20:00+00:00,0
50.0022237171311,2023-12-05 04:25:00+00:00,0
50.009846039211936,2023-12-05 04:30:00+00:00,0
49.99017138827878,2023-12-05 04:35:00+00:00,0
49.99535714958735,2023-12-05 04:40:00+00:00,0
50.01528534618039,2023-12-05 04:45:00+00:00,0
50.002110463971505,2023-12-05 04:50:00+00:00,0
50.01362245444654,2023-12-05 04:55:00+00:00,0
50.001683259377536,2023-12-05 05:00:00+00:00,0
50.00284579412586,2023-12-05 05:05:00+00:00,0
49.9983704117133,2023-12-05 05:10:00+00:00,0
49.993838832269326,2023-12-05 05:15:00+00:00,0
