cpu_usage,timestamp,anomaly
21.75600725310518,2023-12-04 22:20:00+00:00,0
22.30233212991711,2023-12-04 22:25:00+00:00,0
34.959884329121635,2023-12-04 22:30:00+00:00,0
29.62532755529857,2023-12-04 22:35:00+00:00,0
21.1442309353791,2023-12-04 22:40:00+00:00,0
35.20883961516921,2023-12-04 22:45:00+00:00,0
27.12526160836212,2023-12-04 22:50:00+00:00,0
32.68342951166618,2023-12-04 22:55:00+00:00,0
34.51464971167829,2023-12-04 23:00:00+00:00,0
25.15907435817207,2023-12-04 23:05:00+00:00,0
33.26527087450238,2023-12-04 23:10:00+00:00,0
35.34556512705384,2023-12-04 23:15:00+00:00,0
24.561365318763063,2023-12-04 23:20:00+00:00,0
29.497594457550885,2023-12-04 23:25:00+00:00,0
25.096263538666165,2023-12-04 23:30:00+00:00,0
32.10769319130864,2023-12-04 23:35:00+00:00,0
35.05560700207156,2023-12-04 23:40:00+00:00,0
29.64494991842428,2023-12-04 23:45:00+00:00,0
36.213746241652125,2023-12-04 23:50:00+00:00,0
28.471955058331048,2023-12-04 23:55:00+00:00,0
26.61435137480855,2023-12-05 00:00:00+00:00,0
37.40086955615269,2023-12-05 00:05:00+00:00,0
29.750466146089657,2023-12-05 00:10:00+00:00,0
30.592811287183395,2023-12-05 00:15:00+00:00,0
33.61682085822018,2023-12-05 00:20:00+00:00,0
33.9605855048246,2023-12-05 00:25:00+00:00,0
30.50357924731154,2023-12-05 00:30:00+00:00,0
35.28372848492859,2023-12-05 00:35:00+00:00,0
35.08184812817701,2023-12-05 00:40:00+00:00,0
32.328136058217446,2023-12-05 00:45:00+00:00,0
30.98245168061856,2023-12-05 00:50:00+00:00,0
32.734033620950726,2023-12-05 00:55:00+00:00,0
27.07164153375502,2023-12-05 01:00:00+00:00,0
34.33096850286703,2023-12-05 01:05:00+00:00,0
29.04624870692136,2023-12-05 01:10:00+00:00,0
31.95293643137333,2023-12-05 01:15:00+00:00,0
28.85171696567147,2023-12-05 01:20:00+00:00,0
30.69339906266186,2023-12-05 01:25:00+00:00,0
31.624436042026083,2023-12-05 01:30:00+00:00,0
30.67897660268069,2023-12-05 01:35:00+00:00,0
29.20490279609812,2023-12-05 01:40:00+00:00,0
21.80553908415292,2023-12-05 01:45:00+00:00,0
26.88107513859085,2023-12-05 01:50:00+00:00,0
39.94685364112824,2023-12-05 01:55:00+00:00,0
41.24206410760976,2023-12-05 02:00:00+00:00,1
26.984843513589887,2023-12-05 02:05:00+00:00,0
28.41710726635237,2023-12-05 02:10:00+00:00,0
35.69726247438336,2023-12-05 02:15:00+00:00,0
32.374309548849126,2023-12-05 02:20:00+00:00,0
33.576383591316166,2023-12-05 02:25:00+00:00,0
31.881284633129383,2023-12-05 02:30:00+00:00,0
29.67617332403111,2023-12-05 02:35:00+00:00,0
36.90387312353887,2023-12-05 02:40:00+00:00,0
26.429551025543592,2023-12-05 02:45:00+00:00,0
29.196720033089363,2023-12-05 02:50:00+00:00,0
25.857832062857973,2023-12-05 02:55:00+00:00,0
30.76189618298873,2023-12-05 03:00:00+00:00,0
29.445510628156367,2023-12-05 03:05:00+00:00,0
36.34092117553064,2023-12-05 03:10:00+00:00,0
29.726762345613874,2023-12-05 03:15:00+00:00,0
24.22138367605769,2023-12-05 03:20:00+00:00,0
30.227228173238068,2023-12-05 03:25:00+00:00,0
27.699901864139218,2023-12-05 03:30:00+00:00,0
31.990809003451485,2023-12-05 03:35:00+00:00,0
31.755012992730634,2023-12-05 03:40:00+00:00,0
28.343506224624555,2023-12-05 03:45:00+00:00,0
35.98148482394435,2023-12-05 03:50:00+00:00,0
23.245548049558057,2023-12-05 03:55:00+00:00,0
32.754908691704394,2023-12-05 04:00:00+00:00,0
37.668931341318334,2023-12-05 04:05:00+00:00,0
35.67826658066333,2023-12-05 04:10:00+00:00,0
29.574756751973403,2023-12-05 04:15:00+00:00,0
24.193051306043223,2023-12-05 04:20:00+00:00,0
22.73483309980916,2023-12-05 04:25:00+00:00,0
28.23825314253451,2023-12-05 04:30:00+00:00,0
31.00759448774655,2023-12-05 04:35:00+00:00,0
30.76436974029321,2023-12-05 04:40:00+00:00,0
37.31842691905398,2023-12-05 04:45:00+00:00,0
37.4386146318009,2023-12-05 04:50:00+00:00,0
34.55214231341272,2023-12-05 04:55:00+00:00,0
35.63036545084385,2023-12-05 05:00:00+00:00,0
23.15326969578022,2023-12-05 05:05:00+00:00,0
32.288058202705834,2023-12-05 05:10:00+00:00,0
21.841393789358243,2023-12-05 05:15:00+00:00,0
33.6535423442271,2023-12-05 05:20:00+00:00,0
22.726737552425565,2023-12-05 05:25:00+00:00,0
32.18960143725108,2023-12-05 05:30:00+00:00,0
37.97168688006658,2023-12-05 05:35:00+00:00,1
23.226928930530097,2023-12-05 05:40:00+00:00,0
20.39743086879236,2023-12-05 05:45:00+00:00,0
24.72557739421716,2023-12-05 05:50:00+00:00,0
26.75812655690622,2023-12-05 05:55:00+00:00,0
28.263129657762548,2023-12-05 06:00:00+00:00,0
32.54780452161209,2023-12-05 06:05:00+00:00,0
30.03118382984544,2023-12-05 06:10:00+00:00,0
36.56913459327947,2023-12-05 06:15:00+00:00,0
25.225443241305367,2023-12-05 06:20:00+00:00,0
30.94789191904991,2023-12-05 06:25:00+00:00,0
33.2585602276303,2023-12-05 06:30:00+00:00,0
33.021545120646415,2023-12-05 06:35:00+00:00,0
35.062222028151496,2023-12-05 06:40:00+00:00,0
26.802514263402,2023-12-05 06:45:00+00:00,0
30.947147640679688,2023-12-05 06:50:00+00:00,0
30.43441056524888,2023-12-05 06:55:00+00:00,0
33.21530859340805,2023-12-05 07:00:00+00:00,0
25.47920643566567,2023-12-05 07:05:00+00:00,0
32.21866701679619,2023-12-05 07:10:00+00:00,0
39.50336443012353,2023-12-05 07:15:00+00:00,0
22.34053207516613,2023-12-05 07:20:00+00:00,0
30.42226288009762,2023-12-05 07:25:00+00:00,0
30.98640323627645,2023-12-05 07:30:00+00:00,0
28.103881157622496,2023-12-05 07:35:00+00:00,0
33.104848928137535,2023-12-05 07:40:00+00:00,0
26.247844631251184,2023-12-05 07:45:00+00:00,0
28.794736244217585,2023-12-05 07:50:00+00:00,0
38.553320973175445,2023-12-05 07:55:00+00:00,0
36.83301523216009,2023-12-05 08:00:00+00:00,0
57.43212511880515,2023-12-05 08:05:00+00:00,1
24.2439229422352,2023-12-05 08:10:00+00:00,0
28.005151866558805,2023-12-05 08:15:00+00:00,0
34.93956915020213,2023-12-05 08:20:00+00:00,0
27.440190350353785,2023-12-05 08:25:00+00:00,0
28.23255623253948,2023-12-05 08:30:00+00:00,0
25.73839107914304,2023-12-05 08:35:00+00:00,0
37.90577959720432,2023-12-05 08:40:00+00:00,0
22.371299056304736,2023-12-05 08:45:00+00:00,0
36.01611519116507,2023-12-05 08:50:00+00:00,0
34.53018762179263,2023-12-05 08:55:00+00:00,0
