cpu_usage,memory_usage
0.30724082033585687,0.5496775963928782
0.29559500826707347,0.8021734270498136
0.2143538578360549,0.02661877507430504
0.22271066455381863,0.12109168770916319
0.6038555293851864,0.08692125130282224
0.1488901978757654,0.47457662248947646
0.9513107582157904,0.1570737264660772
0.8775561386838454,0.28644977198416405
0.25071919752526045,0.008283683018116241
0.2474029230514708,0.2156203663414548
0.5999310717566737,0.41759115375579897
0.5703829525040247,0.7757504962313977
0.22500346218676961,0.3900675232279292
0.7763489536270586,0.054473100761331154
0.40895454987141466,0.988990589873382
0.6734672830336879,0.0010744404902689009
0.6198661656604034,0.08854190619143372
0.46802588752696384,0.9330955982039358
0.31081992338668796,0.867843285973036
0.4740139215645104,0.8748581615495201
0.48019166840701727,0.49704456548757897
0.3028464704811048,0.04269208465405015
0.14990977127205302,0.04174578188163164
0.0809241169117131,0.44871673522623634
0.8751429419522035,0.07239027889419429
0.6153407230132215,0.6229655511176228
0.01874359764306485,0.552196463253008
0.7858757792418033,0.13821661144396669
0.4755429491959343,0.6861393629128906
0.07685646931968478,0.2843910504473749
0.08690609116754554,0.35808384998753623
0.7775409694970918,0.23684966186309017
0.1382608259401355,0.36701370030346375
0.9876281545112369,0.1396083013023456
0.9624482876948292,0.867013163762201
0.8365355294560288,0.09157040848116264
0.2903264879655592,0.9603694773213427
0.9395777277934294,0.6137731850680593
0.13032918914523886,0.42832844342505094
0.8604707597471976,0.9994051510322233
0.729744177250095,0.9171032798358641
0.04106025949690617,0.6809411916190851
0.9489668535114661,0.6390327654710706
0.024496962770347304,0.6301631281953661
0.34161840960029716,0.9033043934973032
0.895822017372027,0.707001068271735
0.4685996259245839,0.05007366817065519
0.18389494365798387,0.3239243519019743
0.9297116625937675,0.007907777833870448
0.04442602438552992,0.22951002984202432
0.5680731017541159,0.47385990100340536
0.31045761414928086,0.9484263515981367
0.38707984800196993,0.8335821361057201
0.9189060809859702,0.23501777841356866
0.39728687669506707,0.8411786592843288
0.6431013925539755,0.5321368682125688
0.3564981590828182,0.5512211768627039
0.12566074996610221,0.4380407628297571
0.13429364081046896,0.5101759288509052
0.3267153246928243,0.7568112837332219
0.20632336322921693,0.6572795024910916
0.17004200969417319,0.8367785838314054
0.4671578051691532,0.7827622118098962
0.39875876921519343,0.8930359936963835
0.049500022261155414,0.28510677875249524
0.11808805740452431,0.3469404220403365
0.219758957184206,0.8208775614219607
0.4576647353211127,0.801220156579728
0.03500616160269117,0.05859976088972806
0.6171640012939814,0.7061181643655842
0.7143712845939543,0.37010480849344074
0.18538472368832704,0.5619740328885827
0.022205943473117426,0.8099865215753277
0.17402907903347486,0.3050163728363514
0.24512203592251233,1.0024360217772006
0.5088443296483781,0.7916811702950716
0.11472681062199075,0.9424101651332255
0.500397339056174,0.4547029376435435
0.7351898682416355,0.8424143605639172
0.15847247153286237,0.3002155710517651
0.5367212977623055,0.7109364996690583
0.07371354407384122,0.0253525656579166
0.2565506281525768,0.12921458981801204
0.07666082156168662,0.11273272696513667
0.9484914676967124,0.1905059091531664
0.07825680278539411,0.44202623209097347
1.0019487899144541,0.9750731385655498
0.9251359265383522,0.6444152026422753
0.3471059307545873,0.19988541407086705
0.9910739556171155,0.6179451445623164
0.08650746725266172,0.5634545139143541
0.5454659275430527,0.7359722466073744
0.08069595536088271,0.17591257500488286
0.2820789403623519,0.8041754636777616
0.6006384426069906,0.7613801172705164
0.34251199459217424,0.8398434158670648
0.8588352057848443,0.3204350818817557
0.3444593959188558,0.004911820901782371
0.938589305561596,0.024206112548297486
0.13242332138995827,0.684166113209707
0.7865398816179745,0.1530484025848164
0.4605592543066798,0.6426442922366539
0.8457357393329568,0.40049432396192763
0.06019864943868005,0.17674834945055748
0.6867496852302271,0.3262730909713921
1.00803182570861,0.6945535896711894
