cpu_usage,memory_usage
0.20084811526883856,0.21126826385599146
0.8502311917117564,0.8034459902810693
0.18764056174291696,0.9907073133876756
0.2965120940113211,0.4770054187371384
0.7337881862618936,0.5599438209908965
0.9122057444464055,0.06214122927976355
0.2435372509929397,0.8236584338438648
0.4884532072578111,0.10109215689150276
0.7149215073362069,0.9152313248246855
0.44731394729720564,0.5450569724381976
0.8841831737975692,0.40149458749203226
0.4105533877454749,0.8601584609560796
0.7008255148395753,0.19418556829143183
0.9738407542798799,0.9376253043633023
0.5217722748439851,0.19634795757418003
0.846209744805149,0.9361690760972661
0.31849699230446676,0.31769646232810744
0.08776998318787219,0.4200878216237668
0.355870950138278,0.5132136930054588
0.9393627592540137,0.40202387542859347
0.7826469070522002,0.9480767772162426
0.37571453550638345,0.448201082659074
0.18977496055126508,0.6097046340602251
0.3497698601835516,0.1897941842532334
0.4684081993782986,0.5542411174554652
0.5629388368000909,0.7377155716972698
0.021623335512833665,0.08595485833675218
0.9524608451796908,0.2690955018823494
0.3240053347153364,0.4674244416678949
0.8605770202271854,0.05307402274594039
0.5618433526342753,0.2554953346592352
0.7368612411028999,0.33146601538047665
0.21899299696778418,0.8568910223345452
1.0044194632678067,0.49749846235295625
0.9625642611706279,0.6459095497647562
0.6460714831356308,0.21519303204999993
0.7160454264806543,0.9884788075720746
0.14087171035959034,0.9517615874833988
0.8024352083540484,0.7089484487787484
0.05041179437365108,0.5956553683017419
0.20576828418793935,0.08280648236745651
0.8168655702050914,0.4839304883957996
1.005218189754513,0.15269140070736265
0.1831906226835077,0.9528688835660931
0.36330251785827194,0.7381087312541962
0.9158879277880564,0.27769492054317957
0.44355818966200383,0.062384515803141936
1.0009972781825318,0.9964890841508659
0.8535339387334168,0.10313624269479955
0.023161842456525725,0.9015196475550143
0.9147541861650675,0.17116073016708627
0.48114621489383824,0.6386863116784344
0.8123471698923491,0.8959826500686136
0.8253026104298843,0.9706190541958598
0.1768236917213384,0.19400870293479422
0.5028786287258932,0.30957167303282324
0.31246497197602624,0.3336827576077132
0.3403509509040651,0.6777700599011829
0.07583897329998719,0.3453002423327932
0.4649779873198432,0.5727206342190393
0.6887677491361976,0.07737703738181781
0.9256869581337985,0.8942029750037486
0.807326246396617,0.15434495883899893
0.1369410196735065,0.6062897108714624
0.2966975090587458,0.6748933648093386
0.29950993224195155,0.7944303528521147
0.6778438417181673,0.05910057491186424
0.29985553573098306,0.5824752471241498
0.8913811389442338,0.006201985000038553
0.6270079651730585,0.019826120038227868
0.5135328990541131,0.16605526138537674
0.7812533946990509,0.4683188627497466
0.06614634525961492,0.41388231563915034
0.4815903321037787,0.5543406814184861
0.5482379060166397,0.11254593100640577
0.9164934131088227,0.8132313972868058
0.3078830157918029,0.771357072617272
0.6671435929299732,0.6248409561318069
0.8786615695388904,0.4333681070158238
0.9656266014723227,0.677053466934366
0.900625008964756,0.629151371108856
0.2248589441968597,0.13051921476386777
0.32130108260441553,0.6842447655429833
0.9215598854901642,0.02802635305526306
0.2725959138854303,0.6025285344009829
0.10579588920698817,0.8980844861184403
0.3054737390808807,0.6476229774614464
0.37813803625817616,0.5299700639849576
0.23594021318209898,0.7881947577594048
0.18299941168508052,0.5684129087005187
0.7955176203901201,0.7588136170885184
0.06375411471664601,0.9965047870771427
0.050924080522950874,0.5278666463863715
0.7631401579973801,0.6254255366209922
0.35299684196010206,0.3136218047403095
0.2392831536907914,0.830752255871803
0.9229319338501153,0.7412275535415073
0.8002134677312822,0.6170762369346904
0.840835322169169,0.13724131740422058
0.7954142473380743,0.36098505908293965
0.70388396316207,0.10381370940397974
0.015721811074546493,0.5650657087912566
0.27989260025129636,0.3901438517145703
0.785699908091397,0.441895094974076
0.2585953748687496,0.5180458907378598
0.8472012131437637,0.885352248073024
0.9470224890712716,0.8093648551123744
0.13201003882461884,0.8734578258773004
0.37865444892930367,0.03242844324847671
0.44778146265575774,0.3974501292370622
0.8855525965758256,0.5154805691403861
0.5281428862930304,0.6275233076432295
0.09569545852650055,0.35515557472733433
0.8453669577389794,0.2671640593713291
0.24011830551667568,0.9197801499553
0.854998669302212,0.9619039915285207
0.07387407447378913,0.08102379703289365
0.9728001676380174,0.5648864728128351
0.01706971267886114,0.0617896327592869
0.6032551612399768,0.11847614124722501
0.369636814808187,0.032083789216246834
0.7784122883566881,1.0085509009293343
0.8625207197453608,0.08220118347081508
0.1500333269934973,0.22293344723961103
0.8554784410889998,0.11939759109868507
0.09178227639848735,0.45779735192233517
0.46044306987701783,0.8277348519442744
0.582123363364201,0.4639456613049595
0.5278882729916881,0.9232116646926305
0.283532842151277,0.4620438787223175
0.08938554933783871,0.501652114502612
0.601028975397634,0.7626320144514345
0.31610291788011163,0.8010870928340508
0.3375373130166011,0.8256055113741488
0.016660556990497937,0.7857584348506125
0.04467556576226532,0.6459568042964632
0.4740530971610924,0.4159277072528205
0.9792515561448304,0.6606486923383139
0.3938473235911038,0.01936708744002237
0.04727283560633417,0.26180601686040444
0.912003746487748,0.46159106725355065
0.05960600151016978,0.572558521976022
0.6842120782623852,0.878318155517896
0.1718564151951327,0.8281224598574716
0.7425778219625313,0.727925975599249
0.07911678765775747,0.4196353800197411
0.7093459921454168,1.0061976016374996
0.015258245155110749,0.6284433207451753
0.6399969180824405,0.3240796847051336
0.4543221307504459,0.9037610270612998
0.6521931274151609,0.08100367468329717
0.8129997609338429,0.5605747734373149
0.5688955301925402,0.12466375973928201
0.4596633905170993,0.4227693153054518
0.5301464938631685,0.2826104759180826
0.3326582327957544,0.6244469450468387
0.3187740079621466,0.21311874619848153
0.22751348190421367,0.9800196309652133
0.24822216369958153,0.9575547168894264
0.2526018066605964,0.6782666177046773
0.2911744703795521,0.8625514648483792
0.1751727073060102,0.18767499175304644
0.4550996953098475,0.5808171844643638
0.38235395973971487,0.4012877634415971
0.5266931699137749,0.25511694443078287
0.8276767895485764,0.8305365468029223
0.07582562223068735,0.6715878123430524
0.45487018378144967,0.5069972785977747
0.2644417656554876,0.3189064936637689
0.8935856990284315,0.871446192757088
0.5731198817080664,0.14078906349725787
0.6344033558494829,0.8320971000390953
0.8269135964237666,0.11075964919200602
0.4838053457477146,0.49990962868950706
0.3712362638790029,0.48190478777513235
0.9768908317674453,0.9304126203410134
0.5053380403297318,0.9053783135495741
0.9598964982099977,0.6575451617366971
0.06425929833240157,0.07001504778738922
0.5222213729066512,0.5159862012104541
0.9216550655921757,0.28460909804727497
0.5506847457603595,0.8661338492580741
0.01743866804815481,0.2707629968531814
0.13599439751007417,0.6078875194972311
0.546012405059465,0.3337921040017025
0.6801314172571886,0.5630188191442235
0.23459340506649545,0.19055722625241225
0.3060309529862659,0.7062544147330745
0.3000342292846221,0.3154850736745245
0.41447204274871174,0.5710263381293057
0.08111846380954628,0.2639826529221806
0.1959958258082119,0.5318765864258174
