mem_used,mem_specs,date,anomaly
1.0,16777216.0,2023-07-25 00:03:06.466,1
0.8628861731008596,16777216.0,2023-07-25 00:08:06.466,1
0.6827980729188156,16777216.0,2023-07-25 00:13:06.466,0
0.9591495609824656,16777216.0,2023-07-25 00:18:06.466,1
1.0,16777216.0,2023-07-25 00:23:06.466,1
0.7191192147159785,16777216.0,2023-07-25 00:28:06.466,0
0.7465601765326572,16777216.0,2023-07-25 00:33:06.466,0
1.0,16777216.0,2023-07-25 00:38:06.466,1
1.0,16777216.0,2023-07-25 00:43:06.466,1
0.874447831948362,16777216.0,2023-07-25 00:48:06.466,1
0.9541281288864524,16777216.0,2023-07-25 00:53:06.466,1
0.7717599295061767,16777216.0,2023-07-25 00:58:06.466,0
0.8770456751902735,16777216.0,2023-07-25 01:03:06.466,1
0.959403381987133,16777216.0,2023-07-25 01:08:06.466,1
1.0,16777216.0,2023-07-25 01:13:06.466,1
1.0,16777216.0,2023-07-25 01:18:06.466,1
0.94308289816415,16777216.0,2023-07-25 01:23:06.466,1
0.910345318113265,16777216.0,2023-07-25 01:28:06.466,0
0.65280163017865,16777216.0,2023-07-25 01:33:06.466,0
0.9254411184295792,16777216.0,2023-07-25 01:38:06.466,0
0.7603275590638268,16777216.0,2023-07-25 01:43:06.466,0
1.0,16777216.0,2023-07-25 01:48:06.466,0
0.8068764344707686,16777216.0,2023-07-25 01:53:06.466,0
0.7535354181464934,16777216.0,2023-07-25 01:58:06.466,0
0.6254551133238846,16777216.0,2023-07-25 02:03:06.466,0
0.7309123315824186,16777216.0,2023-07-25 02:08:06.466,0
1.0,16777216.0,2023-07-25 02:13:06.466,0
0.7975504115583575,16777216.0,2023-07-25 02:18:06.466,0
0.6666324479184127,16777216.0,2023-07-25 02:23:06.466,0
0.9225302267092502,16777216.0,2023-07-25 02:28:06.466,0
0.5116509033674164,16777216.0,2023-07-25 02:33:06.466,0
0.7881215947094518,16777216.0,2023-07-25 02:38:06.466,0
0.9408979062560232,16777216.0,2023-07-25 02:43:06.466,0
0.9822244191472412,16777216.0,2023-07-25 02:48:06.466,0
0.9836663996426976,16777216.0,2023-07-25 02:53:06.466,0
0.7736912087567717,16777216.0,2023-07-25 02:58:06.466,0
0.9592862072792232,16777216.0,2023-07-25 03:03:06.466,0
0.8934989714339453,16777216.0,2023-07-25 03:08:06.466,0
0.910593991737668,16777216.0,2023-07-25 03:13:06.466,0
0.7697991022687942,16777216.0,2023-07-25 03:18:06.466,0
0.7311770342554229,16777216.0,2023-07-25 03:23:06.466,0
1.0,16777216.0,2023-07-25 03:28:06.466,0
0.6819527088545376,16777216.0,2023-07-25 03:33:06.466,0
1.0,16777216.0,2023-07-25 03:38:06.466,0
0.7486762297649091,16777216.0,2023-07-25 03:43:06.466,0
0.5757956204846215,16777216.0,2023-07-25 03:48:06.466,0
0.8396671856182026,16777216.0,2023-07-25 03:53:06.466,0
0.7664206301828915,16777216.0,2023-07-25 03:58:06.466,0
0.8305657491521633,16777216.0,2023-07-25 04:03:06.466,0
0.5754719458780939,16777216.0,2023-07-25 04:08:06.466,0
0.9322420006121684,16777216.0,2023-07-25 04:13:06.466,0
0.93572662926601,16777216.0,2023-07-25 04:18:06.466,0
0.9742574737890548,16777216.0,2023-07-25 04:23:06.466,0
0.8090326170072245,16777216.0,2023-07-25 04:28:06.466,0
0.8798019767120796,16777216.0,2023-07-25 04:33:06.466,0
0.9900790320750128,16777216.0,2023-07-25 04:38:06.466,0
0.5858260293672399,16777216.0,2023-07-25 04:43:06.466,0
0.8501627609840577,16777216.0,2023-07-25 04:48:06.466,0
0.7916487437012154,16777216.0,2023-07-25 04:53:06.466,0
0.8938380823244881,16777216.0,2023-07-25 04:58:06.466,0
1.0,16777216.0,2023-07-25 05:03:06.466,0
0.9234077677524268,16777216.0,2023-07-25 05:08:06.466,0
0.7534581972061759,16777216.0,2023-07-25 05:13:06.466,0
0.907617652527994,16777216.0,2023-07-25 05:18:06.466,0
0.7094369891323644,16777216.0,2023-07-25 05:23:06.466,0
0.7231503868398446,16777216.0,2023-07-25 05:28:06.466,0
0.6977977215176672,16777216.0,2023-07-25 05:33:06.466,0
0.8787178920876908,16777216.0,2023-07-25 05:38:06.466,0
1.0,16777216.0,2023-07-25 05:43:06.466,0
0.902527907150538,16777216.0,2023-07-25 05:48:06.466,0
0.9710908246427924,16777216.0,2023-07-25 05:53:06.466,0
0.8748869799697494,16777216.0,2023-07-25 05:58:06.466,0
0.9314687004880834,16777216.0,2023-07-25 06:03:06.466,0
0.7950046358480555,16777216.0,2023-07-25 06:08:06.466,0
0.9182026064212792,16777216.0,2023-07-25 06:13:06.466,0
1.0,16777216.0,2023-07-25 06:18:06.466,0
1.0,16777216.0,2023-07-25 06:23:06.466,0
0.9800731549093258,16777216.0,2023-07-25 06:28:06.466,0
0.8481905606445677,16777216.0,2023-07-25 06:33:06.466,0
0.7316391409583748,16777216.0,2023-07-25 06:38:06.466,0
0.76103836165389,16777216.0,2023-07-25 06:43:06.466,0
0.87299004543405,16777216.0,2023-07-25 06:48:06.466,0
0.7954136487392932,16777216.0,2023-07-25 06:53:06.466,0
0.7786293971447986,16777216.0,2023-07-25 06:58:06.466,0
0.8939616137041568,16777216.0,2023-07-25 07:03:06.466,0
0.8115785738705671,16777216.0,2023-07-25 07:08:06.466,0
1.0,16777216.0,2023-07-25 07:13:06.466,1
0.7784636378827298,16777216.0,2023-07-25 07:18:06.466,0
0.9349690007237084,16777216.0,2023-07-25 07:23:06.466,0
0.8371801955883974,16777216.0,2023-07-25 07:28:06.466,0
0.9168286134664584,16777216.0,2023-07-25 07:33:06.466,0
0.726720620875265,16777216.0,2023-07-25 07:38:06.466,0
0.8109094417598766,16777216.0,2023-07-25 07:43:06.466,0
0.5750410427325612,16777216.0,2023-07-25 07:48:06.466,0
0.5087413682807207,16777216.0,2023-07-25 07:53:06.466,0
0.5380049214421817,16777216.0,2023-07-25 07:58:06.466,0
0.3675795403357255,16777216.0,2023-07-25 08:03:06.466,0
0.5006348466336895,16777216.0,2023-07-25 08:08:06.466,0
0.7771371822818267,16777216.0,2023-07-25 08:13:06.466,0
0.474018538177079,16777216.0,2023-07-25 08:18:06.466,0
0.5065399496626624,16777216.0,2023-07-25 08:23:06.466,0
0.5320439559154364,16777216.0,2023-07-25 08:28:06.466,0
0.6519267857015622,16777216.0,2023-07-25 08:33:06.466,0
0.4271464566556371,16777216.0,2023-07-25 08:38:06.466,0
0.7420184785362124,16777216.0,2023-07-25 08:43:06.466,0
0.5933786373942513,16777216.0,2023-07-25 08:48:06.466,0
0.3655317595485329,16777216.0,2023-07-25 08:53:06.466,0
0.903474604971242,16777216.0,2023-07-25 08:58:06.466,1
0.4169560968340686,16777216.0,2023-07-25 09:03:06.466,0
0.5607290582995629,16777216.0,2023-07-25 09:08:06.466,0
0.6810840338586723,16777216.0,2023-07-25 09:13:06.466,0
0.4154582361678118,16777216.0,2023-07-25 09:18:06.466,0
0.634987235303325,16777216.0,2023-07-25 09:23:06.466,0
0.4274172544927216,16777216.0,2023-07-25 09:28:06.466,0
0.5523890297668885,16777216.0,2023-07-25 09:33:06.466,0
0.7129259233849281,16777216.0,2023-07-25 09:38:06.466,0
0.7475737484983266,16777216.0,2023-07-25 09:43:06.466,0
0.5169137303130364,16777216.0,2023-07-25 09:48:06.466,0
0.4478161090607035,16777216.0,2023-07-25 09:53:06.466,0
0.5340531419083484,16777216.0,2023-07-25 09:58:06.466,0
0.7132645657304663,16777216.0,2023-07-25 10:03:06.466,0
0.6599389658335221,16777216.0,2023-07-25 10:08:06.466,0
0.5249585002224977,16777216.0,2023-07-25 10:13:06.466,0
0.3820411319314046,16777216.0,2023-07-25 10:18:06.466,0
0.6236790012281811,16777216.0,2023-07-25 10:23:06.466,0
0.5905110324898712,16777216.0,2023-07-25 10:28:06.466,0
0.5248110319499072,16777216.0,2023-07-25 10:33:06.466,0
0.4605651652157221,16777216.0,2023-07-25 10:38:06.466,0
0.4629311344684477,16777216.0,2023-07-25 10:43:06.466,0
0.4747827273766133,16777216.0,2023-07-25 10:48:06.466,0
0.4775300734411504,16777216.0,2023-07-25 10:53:06.466,0
0.5388639224640841,16777216.0,2023-07-25 10:58:06.466,0
0.4760647213326155,16777216.0,2023-07-25 11:03:06.466,0
0.7016035068560809,16777216.0,2023-07-25 11:08:06.466,0
0.8057311056113226,16777216.0,2023-07-25 11:13:06.466,1
0.5643070706582493,16777216.0,2023-07-25 11:18:06.466,0
0.4400129446992662,16777216.0,2023-07-25 11:23:06.466,0
0.3804825093312701,16777216.0,2023-07-25 11:28:06.466,0
0.7066438133000505,16777216.0,2023-07-25 11:33:06.466,0
0.5116992032902921,16777216.0,2023-07-25 11:38:06.466,0
0.4016046728525662,16777216.0,2023-07-25 11:43:06.466,0
0.6426036493975067,16777216.0,2023-07-25 11:48:06.466,0
0.5549934454738373,16777216.0,2023-07-25 11:53:06.466,0
0.7595643312510723,16777216.0,2023-07-25 11:58:06.466,0
0.6079890459628862,16777216.0,2023-07-25 12:03:06.466,0
0.8654479434888571,16777216.0,2023-07-25 12:08:06.466,1
0.6848878657318115,16777216.0,2023-07-25 12:13:06.466,0
0.5500389907120182,16777216.0,2023-07-25 12:18:06.466,0
0.3919709707393479,16777216.0,2023-07-25 12:23:06.466,0
0.5439242022314053,16777216.0,2023-07-25 12:28:06.466,0
0.6450326992958152,16777216.0,2023-07-25 12:33:06.466,0
0.4808771608993608,16777216.0,2023-07-25 12:38:06.466,0
0.5241884325695427,16777216.0,2023-07-25 12:43:06.466,0
0.6444990321936304,16777216.0,2023-07-25 12:48:06.466,0
0.4614576658697414,16777216.0,2023-07-25 12:53:06.466,0
0.6721354042159409,16777216.0,2023-07-25 12:58:06.466,0
0.5362475221292988,16777216.0,2023-07-25 13:03:06.466,0
0.6342509344194264,16777216.0,2023-07-25 13:08:06.466,0
0.6475929551237541,16777216.0,2023-07-25 13:13:06.466,0
0.4699691278100725,16777216.0,2023-07-25 13:18:06.466,0
0.4191495221404284,16777216.0,2023-07-25 13:23:06.466,0
0.4853913523848805,16777216.0,2023-07-25 13:28:06.466,0
0.3793888730609649,16777216.0,2023-07-25 13:33:06.466,0
0.7453234613658589,16777216.0,2023-07-25 13:38:06.466,0
0.34433647736198,16777216.0,2023-07-25 13:43:06.466,0
0.6170828603428042,16777216.0,2023-07-25 13:48:06.466,0
0.4673139204596202,16777216.0,2023-07-25 13:53:06.466,0
0.3781394952207649,16777216.0,2023-07-25 13:58:06.466,0
0.6477912993740016,16777216.0,2023-07-25 14:03:06.466,0
0.475061379502304,16777216.0,2023-07-25 14:08:06.466,0
0.7748908809625107,16777216.0,2023-07-25 14:13:06.466,1
0.6538323370100653,16777216.0,2023-07-25 14:18:06.466,0
0.5798537031591657,16777216.0,2023-07-25 14:23:06.466,0
0.5405465069549411,16777216.0,2023-07-25 14:28:06.466,0
0.5557814636104191,16777216.0,2023-07-25 14:33:06.466,0
0.4148759487481698,16777216.0,2023-07-25 14:38:06.466,0
0.3289672078529086,16777216.0,2023-07-25 14:43:06.466,0
0.4547146599336774,16777216.0,2023-07-25 14:48:06.466,0
0.5950278954723744,16777216.0,2023-07-25 14:53:06.466,0
0.4368471052597084,16777216.0,2023-07-25 14:58:06.466,0
0.5313705161758675,16777216.0,2023-07-25 15:03:06.466,0
0.3822360966547056,16777216.0,2023-07-25 15:08:06.466,0
0.7182568459388727,16777216.0,2023-07-25 15:13:06.466,0
0.7611335347594619,16777216.0,2023-07-25 15:18:06.466,1
0.4174558158778816,16777216.0,2023-07-25 15:23:06.466,0
0.3453812251533029,16777216.0,2023-07-25 15:28:06.466,0
0.5734094418268199,16777216.0,2023-07-25 15:33:06.466,0
0.434518096019681,16777216.0,2023-07-25 15:38:06.466,0
